event_type,event_stage,p,target_rel,channels,subject,summary,assessment,image,icon,tags,sound_id,implementation notes
tutorial_mission,stabilize_jump_point,,,player_intel_always,Stabiwize the innyew-system jump-point,"Use the hypewwave sequence pwoduced by the AI cowe to stabiwize the innyew-system jump-point.

You wiww have to defeat the piwates guawding it fiwst.",,,,"no_system_prefix, important",,
tutorial_mission,stabilize_jump_point_done,,,player_intel_always,Wetuwn to Ancywa and wepowt youw success,"Gawatia's connyection with hypewspace has been westowed, and twade fweets awe once again abwe to entew and weave the system.

The Dewinkuyu weadewship wiww suwewy soon be toppwed by wank-and-fiwe minyews eagew to get on the wight side of the waw once again.",,,,"no_system_prefix, important",,
tutorial_mission,deliver_message,,,player_intel_always,Dewivew wepowt to Jangawa in the Cowvus system,"$MainContactRank $mainContactLastName has tasked you with dewivewing a wepowt detaiwing the wecent events to the $jangalaContactPost $jangalaContactLastName at Jangawa.

Make suwe you have enyough fuew to make the twip successfuwwy.",,,,"no_system_prefix, important",,
tutorial_mission,end,,,player_intel_always,Wepowt dewivewed,You have dewivewed the wepowt and youw standing with the Hegemony has incweased substantiawwy.,,,,"no_system_prefix, important",,
,,,,,,,,,,,,
# faction commission,,,,,,,,,,,,
faction_commission,posting,,,posting,"Wequiwed fow most miwitawy mawket puwchases, and pays a smaww bounty on enyemies of the faction, which wiww become hostiwe to the howdew of the commission.","Bounty stawts at $baseBounty cwedits fow an enyemy fwigate and goes up fow wawgew ships.

Wiww be annyuwwed if the commission howdew's weputation with $theFaction dwops bewow nyeutwaw.",,,,important,,
faction_commission,accept,,,secure_comm,$Faction commission accepted,"Wequiwed fow most miwitawy mawket puwchases, and pays a smaww bounty on enyemies of the faction, which wiww become hostiwe to the howdew of the commission.","Bounty stawts at $baseBounty cwedits fow an enyemy fwigate and goes up fow wawgew ships.

Wiww be annyuwwed if the commission howdew's weputation with $theFaction dwops bewow nyeutwaw.
",,,important,,
faction_commission,become_hostile,,,secure_comm,$otherFaction is nyow hostiwe,"Due to youw accepting a commission with $theFaction, $theOtherFactionLong is nyow hostiwe towawds you.",,,,"important, nomap",,
faction_commission,bounty_payment,,,secure_comm,Payment fwom $theFaction: $bountyCredits cwedits,"The message has an encwypted attachment that contains a payment of $bountyCredits cwedits fow fighting enyemies of $theFaction.

It wefewences fwight wog data fwom youw wecent battwe against $enyemyDesc.",$bountyCredits cwedits gainyed.,,graphics/icons/intel/gain_credits.png,nomap,,
faction_commission,annul,,,secure_comm,Commision with $theFaction annyuwwed,The message is an officiaw communyique fwom $theFaction which annyuws youw commission due to a wack of good standing.,May accept anyothew commission when standing impwoves.,,,"important, nomap",,
faction_commission,rep_drop_hostile,,,secure_comm,$Faction nyotice we: hostiwies with $theOtherFaction,"The message is an officaw communyique fwom $theFaction, questionying youw awweged hostiwities with $theOtherFaction, and weminding you, in stwong tewms, that $theOtherFaction $otherFactionIsOrAre nyot an enyemy of $theFaction.",Youw actions may cause open hostiwities between $theFaction and $theOtherFaction.,,,nomap,,
,,,,,,,,,,,,
# faction hostility,,,,,,,,,,,,
faction_hostility,warning,,,secure_comm,Impending hostiwities between $theOneFaction and $theTwoFaction,You weceive a wawnying fwom $theCommissionFaction that the genyewaw state of cowd waw with $theOtherFaction is aww but cewtain to give way to open hostiwities in a mattew of weeks at the most.,"$TheOthewFaction wiww become hostiwe to you, as you howd a $commissionFaction commission.

Youw standing with $theOtherFaction wiww be mostwy westowed aftew hostiwities concwude.",,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,start,,,news,Open hostiwities between $theOneFaction and $theTwoFaction,"The genyewaw state of cowd waw between $theOneFaction and $theTwoFaction has given way to open hostiwities.

Howevew, majow fweet actions ow attacks on popuwation centews awe nyot expected, and most expewts pwedict that some sowt of peace agweement wiww be made within a cycwe.",,,graphics/icons/intel/faction_conflict.png,important,,
faction_hostility,end,,,news,Awmistice between $theOneFaction and $theTwoFaction,"An accowd has been weached thwough back channyews, open hostiwities between $theOneFaction and $theTwoFaction have ceased, and nyowmaw twade has wesumed.",Open hostiwities awe ovew.,,graphics/icons/intel/faction_peace.png,important,,
,,,,,,,,,,,,
# civil disorder,,,,,,,,,,,,
civil_disorder,possible1,,,player_intel,Possibwe civiw disowdew $onOrAt $market,Thewe awe indicatows that civiw disowdew is wikewy to occuw $onOrAt $market within a few weeks.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,possible2,,,news,Possibwe civiw disowdew $onOrAt $market,A pwominyent intewwectuaw $onOrAt $market weweased a statement cwiticaw of $rulingfaction and was awwested showtwy theweaftew. $rulingfaction officiaws have made nyo comment.,Incweased signs of civiw disowdew $onOrAt $market.,,,,,
civil_disorder,possible3,,,news,Possibwe civiw disowdew $onOrAt $market,"A pwotest was hewd outside wocaw $rulingFaction adminyistwation headquawtews $onOrAt $market. The cwowd was dispewsed by authowities, wesuwting in sevewaw deaths.",Incweased signs of civiw disowdew $onOrAt $market.,,,,,various factions may comment on this event
civil_disorder,possible3,,HOSTILE,"tritachyon_public,
hegemony_public",Possibwe civiw disowdew $onOrAt $market,$faction has weweased a statement condemnying the unnyecessawiwy hawsh $rulingFaction cwackdown on pwotests $onOrAt $market.,Incweased signs of civiw disowdew $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible3,,FRIENDLY,"tritachyon_public,
hegemony_public",Possibwe civiw disowdew $onOrAt $market,"$faction has weweased a statement condemnying the pwotests taking pwace $onOrAt $market, uwging theiw weadews to tuwn themsewves in to $rulingFaction officiaws.",Incweased signs of civiw disowdew $onOrAt $market.,,,,,possible reaction to the above event
civil_disorder,possible4,,,news,Possibwe civiw disowdew $onOrAt $market,Wocaw $rulingfaction authowities $onOrAt $market have annyounced that sevewaw pwominyent anti-govewnment agitatows have been awwested.,Incweased signs of civiw disowdew $onOrAt $market.,,,,,
civil_disorder,likely,,,player_intel,Wikewy civiw disowdew $onOrAt $market,Thewe awe indicatows that civiw disowdew is aww but cewtain to occuw $onOrAt $market within a few weeks.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,start1,,,news,Civiw disowdew $onOrAt $market,A genyewaw stwike has bwoken out $onOrAt $market. $rulingfaction officiaws have weweased a statement condemnying the actions of a few anti-govewnment wingweadews. ,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,start2,,,news,Civiw disowdew $onOrAt $market,A sewies of bombings tawgeting $wuwingpawty faciwities $onOrAt $market has taken pwace. An officiaw statement was made pwomising that the pewpetwatows wouwd be bwought to justice.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,start3,,,news,Civiw disowdew $onOrAt $market,Acts of sabotage have bwought majow pwoduction centews $onOrAt $market to a standstiww.,Decweased pwoduction $onOrAt $market.,,,,,
civil_disorder,ending1,,,news,,Mawtiaw waw has been decwawed $onOrAt $market to suppwess civiw disowdew.,Pwoduction wiww wikewy soon wetuwn to nyowmaw wevews.,,,,,
civil_disorder,ending2,,,news,,$rulingfaction officiaws $onOrAt $market have annyounced waids on sevewaw opposition safehouses. The wesuwting shootout wed to scowes of casuawties.,Pwoduction wiww wikewy soon wetuwn to nyowmaw wevews.,,,,,
civil_disorder,ending3,,,news,,Mawinyes have been depwoyed to majow popuwation centews $onOrAt $market to queww the civiw disowdew.,Pwoduction wiww wikewy soon wetuwn to nyowmaw wevews.,,,,,
civil_disorder,ending4,,,news,,Tawks have openyed between $rulingFaction and opposition weadews $onOrAt $market.,Pwoduction wiww wikewy soon wetuwn to nyowmaw wevews.,,,,,
civil_disorder,end1,,,news,,Mawtiaw waw has been wifted as peace wetuwns to $market.,Pwoduction is back to nyowmaw wevews.,,,,,
civil_disorder,end2,,,news,,Mawinyes have been withdwawn fwom majow popuwation centews as peace wetuwns to $market.,Pwoduction is back to nyowmaw wevews.,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
sindria_terrorists,likely,,,sindrian_diktat_internal,Possibwe tewwowist attacks on Sindwia,Intewwigence indicates that tewwowists have obtainyed a cache of iwwegaw weapons and intend to use them against govewnment tawgets.,Wikewy decweased pwoduction on Sindwia.,,,,,precursor to terrorist attacks
sindria_terrorists,start1,,,news,Tewwowist attacks on Sindwia,A pubwic monyument commemowating the Wion's miwitawy victowies was destwoyed in a midnyight bombing that was swiftwy condemnyed by Diktat officiaws. A tempowawy cuwfew has been imposed in the majow hive-cities and secuwity patwows incweased.,Decweased pwoduction on Sindwia.,,,,,start option 1
sindria_terrorists,start2,,,news,Tewwowist attacks on Sindwia,Sevewaw bombs wewe found and defused in key Sindwian industwiaw centews. Faciwities aww ovew the pwanyet have been shut down and seawched fow bombs. A Diktat officiaw annyounced the assembwy of a speciaw taskfowce to find the pewpetwatows.,Decweased pwoduction on Sindwia.,,,,,start option 2
sindria_terrorists,start3,,,news,Tewwowist attacks on Sindwia,A sewies of bombings tawgeting Diktat adminyistwation offices has taken pwace on Sindwia. A statement weweased by Diktat officiaws pwomised that the tewwowists wouwd be bwought swift justice.,Decweased pwoduction on Sindwia.,,,,,start option 3
sindria_terrorists,continued1,,,news,Tewwowist attacks on Sindwia,Sevewaw expwosions wocked the uppew wevews of majow hive cities; tewwowist weadews have weweased a howovid statement saying that the bombings wiww continyue untiw cewtain powiticaw pwisonyews hewd on Cwuow awe weweased by Diktat authowities. ,Decweased pwoduction on Sindwia.,,,,,"may proceed through zero or more of the ""continued"" event stages before reaching one of the concluding stages."
sindria_terrorists,continued2,,,news,Tewwowist attacks on Sindwia,"Tewwowist gunmen stowmed a Diktat nyavaw wecwuitment centew today. Aww wewe kiwwed in a fiwefight that waged fow houws, weading to scowes of civiwian casuawties. Diktat officiaws have condemnyed the cowawdwy act.",Decweased pwoduction on Sindwia.,,,,,""""
sindria_terrorists,concluding1,,,news,Tewwowist attacks ending on Sindwia,A tewwowist safehouse was stowmed by secuwity fowces but found abandonyed. Diktat Intewwigence officiaws cwaim that they have found evidence which wiww hewp twack down the tewwowists.,Pwoduction on Sindwia wiww soon wetuwn to nyowmaw wevews.,,,,,
sindria_terrorists,concluding2,,,news,Tewwowist attacks ending on Sindwia,A tewwowist henchman was captuwed and intewwogated by Diktat intewwigence. Officiaws state that the hunt fow the tewwowist weadews is nyeawing an end.,Pwoduction on Sindwia wiww soon wetuwn to nyowmaw wevews.,,,,,
sindria_terrorists,end1,,,news,Tewwowist attacks on Sindwia stopped.,"Sevewaw tewwowist safehouses wewe waided by Diktat secuwity fowces in a sudden eawwy mownying opewation. Impwopewwy stowed munyitions detonyated, say officiaws, weaving nyo suwvivows.",Pwoduction wevews wetuwn to nyowmaw on Sindwia.,,,,,
sindria_terrorists,end2,,,news,Tewwowist attacks on Sindwia stopped.,Diktat secuwity fowces have captuwed tewwowist weadews attempting to fwee Sindwia. Officiaws have stated that aftew they awe intewgated by Diktat Intewwigence thewe wiww be a swift twiaw and pubwic execution.,Pwoduction wevews wetuwn to nyowmaw on Sindwia.,,,,,"Like a Cardassian novel, everyone arrested in Sindria is guilty - the only question remains: of what?"
